id,name,subdir,relative_path,text_prompt
19147,Jack Daniel’s Twice Barreled Special Release 2022 American Single Malt Finished in Oloroso Sherry Casks,jack_daniel’s_twice_barreled_special_release_2022_american_singl,data\images\jack_daniel’s_twice_barreled_special_release_2022_american_singl\19147_jack_daniel’s_twice_barreled_special_release_2022_american_singl.jpg,A photo of Jack Daniel’s Twice Barreled Special Release 2022 American Single Malt Finished in Oloroso Sherry Casks Whiskey whisky
48295,Booker’s Bourbon 2024-03,booker’s_bourbon_2024_03,data\images\booker’s_bourbon_2024_03\48295_booker’s_bourbon_2024_03.jpg,A photo of Booker’s Bourbon 2024-03 Bourbon whisky
39943,Heaven Hill Grain to Glass-Rye,heaven_hill_grain_to_glass_rye,data\images\heaven_hill_grain_to_glass_rye\39943_heaven_hill_grain_to_glass_rye.jpg,A photo of Heaven Hill Grain to Glass-Rye Whiskey whisky
16050,Garrison Brothers Balmorhea Bourbon,garrison_brothers_balmorhea_bourbon,data\images\garrison_brothers_balmorhea_bourbon\16050_garrison_brothers_balmorhea_bourbon.jpg,A photo of Garrison Brothers Balmorhea Bourbon Bourbon whisky
567,Woodford Reserve Rye,woodford_reserve_rye,data\images\woodford_reserve_rye\567_woodford_reserve_rye.jpg,A photo of Woodford Reserve Rye Rye whisky
49176,Penelope Estate Collection Private Select 9 Year,penelope_estate_collection_private_select_9_year,data\images\penelope_estate_collection_private_select_9_year\49176_penelope_estate_collection_private_select_9_year.jpg,A photo of Penelope Estate Collection Private Select 9 Year Bourbon whisky
14303,Elijah Craig Barrel Proof Batch C917,elijah_craig_barrel_proof_batch_c917,data\images\elijah_craig_barrel_proof_batch_c917\14303_elijah_craig_barrel_proof_batch_c917.jpg,A photo of Elijah Craig Barrel Proof Batch C917 Bourbon whisky
13891,Blue Spot 7 Year Batch 3,blue_spot_7_year_batch_3,data\images\blue_spot_7_year_batch_3\13891_blue_spot_7_year_batch_3.jpg,A photo of Blue Spot 7 Year Batch 3 Whisky whisky
17399,Elijah Craig Barrel Proof Batch A121,elijah_craig_barrel_proof_batch_a121,data\images\elijah_craig_barrel_proof_batch_a121\17399_elijah_craig_barrel_proof_batch_a121.jpg,A photo of Elijah Craig Barrel Proof Batch A121 Bourbon whisky
1286,Shenk's Homestead Sour Mash Whiskey 2022 Release,shenks_homestead_sour_mash_whiskey_2022_release,data\images\shenks_homestead_sour_mash_whiskey_2022_release\1286_shenks_homestead_sour_mash_whiskey_2022_release.jpg,A photo of Shenk's Homestead Sour Mash Whiskey 2022 Release Whiskey whisky
3208,The Balvenie Double Wood 12 year,the_balvenie_double_wood_12_year,data\images\the_balvenie_double_wood_12_year\3208_the_balvenie_double_wood_12_year.jpg,A photo of The Balvenie Double Wood 12 year Single Malt Scotch Whisky whisky
17862,Evan Williams Single Barrel Vintage 2013,evan_williams_single_barrel_vintage_2013,data\images\evan_williams_single_barrel_vintage_2013\17862_evan_williams_single_barrel_vintage_2013.jpg,A photo of Evan Williams Single Barrel Vintage 2013 Bourbon whisky
17064,Jack Daniel's Bottled in Bond,jack_daniels_bottled_in_bond,data\images\jack_daniels_bottled_in_bond\17064_jack_daniels_bottled_in_bond.jpg,A photo of Jack Daniel's Bottled in Bond Whiskey whisky
1786,Knob Creek Single Barrel Rye,knob_creek_single_barrel_rye,data\images\knob_creek_single_barrel_rye\1786_knob_creek_single_barrel_rye.jpg,A photo of Knob Creek Single Barrel Rye Rye whisky
11663,Clase Azul Reposado,clase_azul_reposado,data\images\clase_azul_reposado\11663_clase_azul_reposado.jpg,A photo of Clase Azul Reposado Tequila whisky
20692,Maker's Mark Cellar Aged 2023 Release,makers_mark_cellar_aged_2023_release,data\images\makers_mark_cellar_aged_2023_release\20692_makers_mark_cellar_aged_2023_release.jpg,A photo of Maker's Mark Cellar Aged 2023 Release Bourbon whisky
17101,"Booker's 6 Year ""Tagalong Batch"" - 2021",bookers_6_year_tagalong_batch__2021,data\images\bookers_6_year_tagalong_batch__2021\17101_bookers_6_year_tagalong_batch__2021.jpg,"A photo of Booker's 6 Year ""Tagalong Batch"" - 2021 Bourbon whisky"
16879,Still Austin Bourbon The Musician,still_austin_bourbon_the_musician,data\images\still_austin_bourbon_the_musician\16879_still_austin_bourbon_the_musician.jpg,A photo of Still Austin Bourbon The Musician Bourbon whisky
43333,Shenks Homstead Sour Mash Whiskey - 2024 Release,shenks_homstead_sour_mash_whiskey__2024_release,data\images\shenks_homstead_sour_mash_whiskey__2024_release\43333_shenks_homstead_sour_mash_whiskey__2024_release.jpg,A photo of Shenks Homstead Sour Mash Whiskey - 2024 Release Whiskey whisky
12408,Don Julio 1942,don_julio_1942,data\images\don_julio_1942\12408_don_julio_1942.jpg,A photo of Don Julio 1942 Tequila whisky
13979,Old Fitzgerald 14 Year - Fall 2020,old_fitzgerald_14_year__fall_2020,data\images\old_fitzgerald_14_year__fall_2020\13979_old_fitzgerald_14_year__fall_2020.jpg,A photo of Old Fitzgerald 14 Year - Fall 2020 Bourbon whisky
3097,Elijah Craig 23 Year Single Barrel,elijah_craig_23_year_single_barrel,data\images\elijah_craig_23_year_single_barrel\3097_elijah_craig_23_year_single_barrel.jpg,A photo of Elijah Craig 23 Year Single Barrel Bourbon whisky
4622,Hibiki Harmony,hibiki_harmony,data\images\hibiki_harmony\4622_hibiki_harmony.jpg,A photo of Hibiki Harmony Whiskey whisky
16502,George Remus Straight Bourbon Whiskey,george_remus_straight_bourbon_whiskey,data\images\george_remus_straight_bourbon_whiskey\16502_george_remus_straight_bourbon_whiskey.jpg,A photo of George Remus Straight Bourbon Whiskey Bourbon whisky
413,Evan Williams Black Label,evan_williams_black_label,data\images\evan_williams_black_label\413_evan_williams_black_label.jpg,A photo of Evan Williams Black Label Bourbon whisky
3956,Belle Meade Bourbon,belle_meade_bourbon,data\images\belle_meade_bourbon\3956_belle_meade_bourbon.jpg,A photo of Belle Meade Bourbon Bourbon whisky
20813,2XO American Oak Oak Series Kentucky Straight Bourbon,2xo_american_oak_oak_series_kentucky_straight_bourbon,data\images\2xo_american_oak_oak_series_kentucky_straight_bourbon\20813_2xo_american_oak_oak_series_kentucky_straight_bourbon.jpg,A photo of 2XO American Oak Oak Series Kentucky Straight Bourbon Bourbon whisky
1693,Very Old Barton 6 Year 100 Proof,very_old_barton_6_year_100_proof,data\images\very_old_barton_6_year_100_proof\1693_very_old_barton_6_year_100_proof.jpg,A photo of Very Old Barton 6 Year 100 Proof Bourbon whisky
1753,Chattanooga Whiskey Experimental Single Barrel 75,chattanooga_whiskey_experimental_single_barrel_75,data\images\chattanooga_whiskey_experimental_single_barrel_75\1753_chattanooga_whiskey_experimental_single_barrel_75.jpg,A photo of Chattanooga Whiskey Experimental Single Barrel 75 Bourbon whisky
18439,Four Roses Single Barrel Barrel Proof OESV,four_roses_single_barrel_barrel_proof_oesv,data\images\four_roses_single_barrel_barrel_proof_oesv\18439_four_roses_single_barrel_barrel_proof_oesv.jpg,A photo of Four Roses Single Barrel Barrel Proof OESV Bourbon whisky
17547,Larceny Barrel Proof Batch C921,larceny_barrel_proof_batch_c921,data\images\larceny_barrel_proof_batch_c921\17547_larceny_barrel_proof_batch_c921.jpg,A photo of Larceny Barrel Proof Batch C921 Bourbon whisky
46347,Jack Daniel's Coy Hill Barrelhouse 8 2024 Special Release Single Barrel Whiskey,jack_daniels_coy_hill_barrelhouse_8_2024_special_release_single_,data\images\jack_daniels_coy_hill_barrelhouse_8_2024_special_release_single_\46347_jack_daniels_coy_hill_barrelhouse_8_2024_special_release_single_.jpg,A photo of Jack Daniel's Coy Hill Barrelhouse 8 2024 Special Release Single Barrel Whiskey Whiskey whisky
19658,Old Elk Cigar Cut,old_elk_cigar_cut,data\images\old_elk_cigar_cut\19658_old_elk_cigar_cut.jpg,A photo of Old Elk Cigar Cut Bourbon whisky
1730,Old Fitzgerald 15 Year,old_fitzgerald_15_year,data\images\old_fitzgerald_15_year\1730_old_fitzgerald_15_year.jpg,A photo of Old Fitzgerald 15 Year Bourbon whisky
2419,Crown Royal Regal Apple,crown_royal_regal_apple,data\images\crown_royal_regal_apple\2419_crown_royal_regal_apple.jpg,A photo of Crown Royal Regal Apple Canadian Whisky whisky
6462,Hendrick's Gin,hendricks_gin,data\images\hendricks_gin\6462_hendricks_gin.jpg,A photo of Hendrick's Gin Gins whisky
15345,King Of Kentucky,king_of_kentucky,data\images\king_of_kentucky\15345_king_of_kentucky.jpg,A photo of King Of Kentucky Whiskey whisky
2670,Michter's Limited Release Toasted Barrel Strength,michters_limited_release_toasted_barrel_strength,data\images\michters_limited_release_toasted_barrel_strength\2670_michters_limited_release_toasted_barrel_strength.jpg,A photo of Michter's Limited Release Toasted Barrel Strength Bourbon whisky
4859,Tincup American Whiskey 10 Year,tincup_american_whiskey_10_year,data\images\tincup_american_whiskey_10_year\4859_tincup_american_whiskey_10_year.jpg,A photo of Tincup American Whiskey 10 Year Whiskey whisky
145,Barrell Bourbon Infinite Barrel Project,barrell_bourbon_infinite_barrel_project,data\images\barrell_bourbon_infinite_barrel_project\145_barrell_bourbon_infinite_barrel_project.jpg,A photo of Barrell Bourbon Infinite Barrel Project Bourbon whisky
4864,Glenfiddich Single Malt Scotch Whiskey 12 Years,glenfiddich_single_malt_scotch_whiskey_12_years,data\images\glenfiddich_single_malt_scotch_whiskey_12_years\4864_glenfiddich_single_malt_scotch_whiskey_12_years.jpg,A photo of Glenfiddich Single Malt Scotch Whiskey 12 Years Scotch whisky
19569,Redwood Empire Lost Monarch Cask Strength,redwood_empire_lost_monarch_cask_strength,data\images\redwood_empire_lost_monarch_cask_strength\19569_redwood_empire_lost_monarch_cask_strength.jpg,A photo of Redwood Empire Lost Monarch Cask Strength Whiskey whisky
17420,Elijah Craig 1991 20 Year Single Barrel #42,elijah_craig_1991_20_year_single_barrel_#42,data\images\elijah_craig_1991_20_year_single_barrel_#42\17420_elijah_craig_1991_20_year_single_barrel_#42.jpg,A photo of Elijah Craig 1991 20 Year Single Barrel #42 Bourbon whisky
363,Jim Beam Double Oak,jim_beam_double_oak,data\images\jim_beam_double_oak\363_jim_beam_double_oak.jpg,A photo of Jim Beam Double Oak Bourbon whisky
1297,Russell's Reserve 6 Years Rye,russells_reserve_6_years_rye,data\images\russells_reserve_6_years_rye\1297_russells_reserve_6_years_rye.jpg,A photo of Russell's Reserve 6 Years Rye Rye whisky
17126,Old Bardstown Bottled in Bond,old_bardstown_bottled_in_bond,data\images\old_bardstown_bottled_in_bond\17126_old_bardstown_bottled_in_bond.jpg,A photo of Old Bardstown Bottled in Bond Bourbon whisky
17354,George Dickel x Leopold Brothers Collaboration,george_dickel_x_leopold_brothers_collaboration,data\images\george_dickel_x_leopold_brothers_collaboration\17354_george_dickel_x_leopold_brothers_collaboration.jpg,A photo of George Dickel x Leopold Brothers Collaboration Whiskey whisky
2128,Balvenie 14 Year Caribbean Cask,balvenie_14_year_caribbean_cask,data\images\balvenie_14_year_caribbean_cask\2128_balvenie_14_year_caribbean_cask.jpg,A photo of Balvenie 14 Year Caribbean Cask Scotch whisky
45695,Little Book The Infinite I 2024,little_book_the_infinite_i_2024,data\images\little_book_the_infinite_i_2024\45695_little_book_the_infinite_i_2024.jpg,A photo of Little Book The Infinite I 2024 Bourbon whisky
18872,Old Forester Birthday Bourbon 2022,old_forester_birthday_bourbon_2022,data\images\old_forester_birthday_bourbon_2022\18872_old_forester_birthday_bourbon_2022.jpg,A photo of Old Forester Birthday Bourbon 2022 Bourbon whisky
2433,Glenlivet 12 Year,glenlivet_12_year,data\images\glenlivet_12_year\2433_glenlivet_12_year.jpg,A photo of Glenlivet 12 Year Scotch whisky
18356,Stagg Jr. Batch 15,stagg_jr._batch_15,data\images\stagg_jr._batch_15\18356_stagg_jr._batch_15.jpg,A photo of Stagg Jr. Batch 15 Bourbon whisky
16995,Bardstown Discovery Series No. 5,bardstown_discovery_series_no._5,data\images\bardstown_discovery_series_no._5\16995_bardstown_discovery_series_no._5.jpg,A photo of Bardstown Discovery Series No. 5 Bourbon whisky
16458,Castle & Key Restoration Rye,castle_and_key_restoration_rye,data\images\castle_and_key_restoration_rye\16458_castle_and_key_restoration_rye.jpg,A photo of Castle & Key Restoration Rye Rye whisky
34209,Larceny Barrel Proof - Batch B524,larceny_barrel_proof__batch_b524,data\images\larceny_barrel_proof__batch_b524\34209_larceny_barrel_proof__batch_b524.jpg,A photo of Larceny Barrel Proof - Batch B524 Bourbon whisky
20519,Jack Daniel’s Twice Barreled Tennessee Rye 2023 Special Release,jack_daniel’s_twice_barreled_tennessee_rye_2023_special_release,data\images\jack_daniel’s_twice_barreled_tennessee_rye_2023_special_release\20519_jack_daniel’s_twice_barreled_tennessee_rye_2023_special_release.jpg,A photo of Jack Daniel’s Twice Barreled Tennessee Rye 2023 Special Release Rye whisky
17389,Redwood Empire Rocket Top BIB Rye,redwood_empire_rocket_top_bib_rye,data\images\redwood_empire_rocket_top_bib_rye\17389_redwood_empire_rocket_top_bib_rye.jpg,A photo of Redwood Empire Rocket Top BIB Rye Rye whisky
4631,Evan Williams Single Barrel Vintage 1988,evan_williams_single_barrel_vintage_1988,data\images\evan_williams_single_barrel_vintage_1988\4631_evan_williams_single_barrel_vintage_1988.jpg,A photo of Evan Williams Single Barrel Vintage 1988 Bourbon whisky
5151,Bulleit 12 Year Rye,bulleit_12_year_rye,data\images\bulleit_12_year_rye\5151_bulleit_12_year_rye.jpg,A photo of Bulleit 12 Year Rye Rye whisky
19555,Redwood Empire Emerald Giant Cask Strength,redwood_empire_emerald_giant_cask_strength,data\images\redwood_empire_emerald_giant_cask_strength\19555_redwood_empire_emerald_giant_cask_strength.jpg,A photo of Redwood Empire Emerald Giant Cask Strength Rye whisky
17264,New Riff 6 Year Malted Rye,new_riff_6_year_malted_rye,data\images\new_riff_6_year_malted_rye\17264_new_riff_6_year_malted_rye.jpg,A photo of New Riff 6 Year Malted Rye Rye whisky
3562,Van Winkle Family Reserve 13 Year Rye,van_winkle_family_reserve_13_year_rye,data\images\van_winkle_family_reserve_13_year_rye\3562_van_winkle_family_reserve_13_year_rye.jpg,A photo of Van Winkle Family Reserve 13 Year Rye Rye whisky
44603,Maker's Mark Cellar Aged 2024 Release,makers_mark_cellar_aged_2024_release,data\images\makers_mark_cellar_aged_2024_release\44603_makers_mark_cellar_aged_2024_release.jpg,A photo of Maker's Mark Cellar Aged 2024 Release Bourbon whisky
19812,George T. Stagg 2022 Release,george_t._stagg_2022_release,data\images\george_t._stagg_2022_release\19812_george_t._stagg_2022_release.jpg,A photo of George T. Stagg 2022 Release Bourbon whisky
3884,Johnnie Walker Black Label,johnnie_walker_black_label,data\images\johnnie_walker_black_label\3884_johnnie_walker_black_label.jpg,A photo of Johnnie Walker Black Label Scotch whisky
22361,Elijah Craig Barrel Proof A124,elijah_craig_barrel_proof_a124,data\images\elijah_craig_barrel_proof_a124\22361_elijah_craig_barrel_proof_a124.jpg,A photo of Elijah Craig Barrel Proof A124 Bourbon whisky
17261,Wild Turkey Master's Keep One,wild_turkey_masters_keep_one,data\images\wild_turkey_masters_keep_one\17261_wild_turkey_masters_keep_one.jpg,A photo of Wild Turkey Master's Keep One Bourbon whisky
20518,RD One Bourbon Brazilian Amburana Wood Finish,rd_one_bourbon_brazilian_amburana_wood_finish,data\images\rd_one_bourbon_brazilian_amburana_wood_finish\20518_rd_one_bourbon_brazilian_amburana_wood_finish.jpg,A photo of RD One Bourbon Brazilian Amburana Wood Finish Bourbon whisky
21216,Basil Hayden's 10 Year Bourbon,basil_haydens_10_year_bourbon,data\images\basil_haydens_10_year_bourbon\21216_basil_haydens_10_year_bourbon.jpg,A photo of Basil Hayden's 10 Year Bourbon Bourbon whisky
28334,Redwood Empire Screaming Titan,redwood_empire_screaming_titan,data\images\redwood_empire_screaming_titan\28334_redwood_empire_screaming_titan.jpg,A photo of Redwood Empire Screaming Titan Bourbon whisky
17356,Woodford Reserve Five-Malt Stouted Mash - 2021,woodford_reserve_five_malt_stouted_mash__2021,data\images\woodford_reserve_five_malt_stouted_mash__2021\17356_woodford_reserve_five_malt_stouted_mash__2021.jpg,A photo of Woodford Reserve Five-Malt Stouted Mash - 2021 Bourbon whisky
20824,Shenk’s Homestead Sour Mash Whiskey 2023 Release,shenk’s_homestead_sour_mash_whiskey_2023_release,data\images\shenk’s_homestead_sour_mash_whiskey_2023_release\20824_shenk’s_homestead_sour_mash_whiskey_2023_release.jpg,A photo of Shenk’s Homestead Sour Mash Whiskey 2023 Release Bourbon whisky
5208,Ancient Age,ancient_age,data\images\ancient_age\5208_ancient_age.jpg,A photo of Ancient Age Bourbon whisky
1533,J.T.S. Brown BIB Bourbon,j.t.s._brown_bib_bourbon,data\images\j.t.s._brown_bib_bourbon\1533_j.t.s._brown_bib_bourbon.jpg,A photo of J.T.S. Brown BIB Bourbon Bourbon whisky
14242,Wild Turkey 101 Rye,wild_turkey_101_rye,data\images\wild_turkey_101_rye\14242_wild_turkey_101_rye.jpg,A photo of Wild Turkey 101 Rye Rye whisky
18042,Stagg Jr. - Batch #16,stagg_jr.__batch_#16,data\images\stagg_jr.__batch_#16\18042_stagg_jr.__batch_#16.jpg,A photo of Stagg Jr. - Batch #16 Bourbon whisky
4723,Jameson Black Barrel,jameson_black_barrel,data\images\jameson_black_barrel\4723_jameson_black_barrel.jpg,A photo of Jameson Black Barrel Irish Whiskey whisky
18002,Evan Williams Single Barrel Vintage 2014,evan_williams_single_barrel_vintage_2014,data\images\evan_williams_single_barrel_vintage_2014\18002_evan_williams_single_barrel_vintage_2014.jpg,A photo of Evan Williams Single Barrel Vintage 2014 Bourbon whisky
149,Woodford Reserve Double Oaked,woodford_reserve_double_oaked,data\images\woodford_reserve_double_oaked\149_woodford_reserve_double_oaked.jpg,A photo of Woodford Reserve Double Oaked Bourbon whisky
2371,Old Grand Dad,old_grand_dad,data\images\old_grand_dad\2371_old_grand_dad.jpg,A photo of Old Grand Dad Bourbon whisky
3213,Breckenridge Bourbon Whiskey,breckenridge_bourbon_whiskey,data\images\breckenridge_bourbon_whiskey\3213_breckenridge_bourbon_whiskey.jpg,A photo of Breckenridge Bourbon Whiskey Bourbon whisky
46278,Old Forester Birthday Bourbon 2024,old_forester_birthday_bourbon_2024,data\images\old_forester_birthday_bourbon_2024\46278_old_forester_birthday_bourbon_2024.jpg,A photo of Old Forester Birthday Bourbon 2024 Bourbon whisky
3672,Angel's Envy Cask Strength,angels_envy_cask_strength,data\images\angels_envy_cask_strength\3672_angels_envy_cask_strength.jpg,A photo of Angel's Envy Cask Strength Bourbon whisky
32717,Jim Beam Black 7 Year,jim_beam_black_7_year,data\images\jim_beam_black_7_year\32717_jim_beam_black_7_year.jpg,A photo of Jim Beam Black 7 Year Bourbon whisky
19466,Peerless Double Oak Rye,peerless_double_oak_rye,data\images\peerless_double_oak_rye\19466_peerless_double_oak_rye.jpg,A photo of Peerless Double Oak Rye Rye whisky
17156,George Remus Single Barrel,george_remus_single_barrel,data\images\george_remus_single_barrel\17156_george_remus_single_barrel.jpg,A photo of George Remus Single Barrel Bourbon whisky
17900,Smoke Wagon Straight Bourbon Halloween Edition,smoke_wagon_straight_bourbon_halloween_edition,data\images\smoke_wagon_straight_bourbon_halloween_edition\17900_smoke_wagon_straight_bourbon_halloween_edition.jpg,A photo of Smoke Wagon Straight Bourbon Halloween Edition Bourbon whisky
19223,Old Fitzgerald 19 Year - Fall 2022,old_fitzgerald_19_year__fall_2022,data\images\old_fitzgerald_19_year__fall_2022\19223_old_fitzgerald_19_year__fall_2022.jpg,A photo of Old Fitzgerald 19 Year - Fall 2022 Bourbon whisky
1355,Nikka Coffey Grain Japanese Whisky,nikka_coffey_grain_japanese_whisky,data\images\nikka_coffey_grain_japanese_whisky\1355_nikka_coffey_grain_japanese_whisky.jpg,A photo of Nikka Coffey Grain Japanese Whisky Japanese Whisky whisky
17500,Yellowstone Select Landmark Edition,yellowstone_select_landmark_edition,data\images\yellowstone_select_landmark_edition\17500_yellowstone_select_landmark_edition.jpg,A photo of Yellowstone Select Landmark Edition Bourbon whisky
19811,Penelope Double Cask Finish - Rio,penelope_double_cask_finish__rio,data\images\penelope_double_cask_finish__rio\19811_penelope_double_cask_finish__rio.jpg,A photo of Penelope Double Cask Finish - Rio Bourbon whisky
20648,Penelope Barrel Strength Private Select - 4 Grain - 9 Yr,penelope_barrel_strength_private_select__4_grain__9_yr,data\images\penelope_barrel_strength_private_select__4_grain__9_yr\20648_penelope_barrel_strength_private_select__4_grain__9_yr.jpg,A photo of Penelope Barrel Strength Private Select - 4 Grain - 9 Yr Bourbon whisky
13581,Four Roses 2020 Limited Edition Small Batch OESV,four_roses_2020_limited_edition_small_batch_oesv,data\images\four_roses_2020_limited_edition_small_batch_oesv\13581_four_roses_2020_limited_edition_small_batch_oesv.jpg,A photo of Four Roses 2020 Limited Edition Small Batch OESV Bourbon whisky
17644,Knob Creek 9 Year,knob_creek_9_year,data\images\knob_creek_9_year\17644_knob_creek_9_year.jpg,A photo of Knob Creek 9 Year Bourbon whisky
20789,Lux Row Four Grain Double Single Barrel,lux_row_four_grain_double_single_barrel,data\images\lux_row_four_grain_double_single_barrel\20789_lux_row_four_grain_double_single_barrel.jpg,A photo of Lux Row Four Grain Double Single Barrel Bourbon whisky
